news_url,news_source,title,subtitle,datetime,news_text,author,keywords
http://www.appledaily.com.tw/appledaily/article/entertainment/20170228/37566280,蘋果日報,金鋼狼《羅根》首映引爆101「我愛你台灣」萬人瘋狂,,2017-02-27T16:00:00Z,"【謝宛儒╱台北報導】澳洲男星「金鋼狼」休傑克曼（Hugh Jackman）昨晚出席新片《羅根》在台北101水舞廣場的首映，近萬名影迷將現場及周邊的世貿3館屋頂和停車場、101的天橋全擠得水洩不通。晚間6點半左右，穿灰色西裝的休傑克曼現身，粉絲以熱烈尖叫聲迎接，他親切為粉絲簽名、自拍，並不時把簽名T恤丟給粉絲，花了半個多小時才走到舞台。他用中文「你好」對各方粉絲連發，還高喊：「我愛你，台灣！」台下歡聲雷動。
昨晚台北101天橋、世貿三館停車場屋頂擠滿圍觀粉絲，休傑克曼興奮地向大家打招呼：「非常開心能帶羅根到台灣，我們為粉絲拍這部片，希望你們喜歡。」
他曾於2006年訪台，聊起這次的印象，他說：「有很多新的建築大樓，不變的是熱情的人情味！」接著突然用中文點餐：「我要臭豆腐！」笑說：「跟我16歲兒子的房間一樣臭嗎？」很想試試看到底有多臭。48歲的休傑克曼近17年來共9次飾演雙手暗藏鋼爪的「金鋼狼」，勇猛硬漢形象深受粉絲喜愛，他卻決定讓《羅根》成為他的「扮狼畢業作」。片中他飾演老年金鋼狼，隱姓埋名照顧健康惡化的「X教授」，2人帶著新變種人小女孩蘿拉躲避敵方追捕，展開逃亡之旅。
休傑克曼和派屈克史都華今下午4點將獨家接受《蘋果日報》、《蘋果娛樂新聞》、《蘋果LIVE》臉書粉絲團直播訪問，由知名主持人聶雲中英文主持；電影已在台上映。",謝宛儒,"娛樂名人,娛樂新聞,木瓜霞,八卦,狗仔,素顏,爆乳,藝人,明星,娛樂,蘋果日報,娛樂蘋道"
http://www.appledaily.com.tw/realtimenews/article/life/20170227/1065247,蘋果日報,失言「一生等不到同婚」這樣辯解　網友：死不道歉,,2017-02-27T07:15:00Z,（更新：網友意見）同志廣播《真情酷兒》主持人Vincent日前表示，總統蔡英文「面對著我說：你這一生不一定等得到同志婚姻」，結果被總統府公告錄音駁斥，Vincent也遭到網友砲轟。Vincent昨天晚上終於打破沉默，再在《臉書》發文表示，雖然回想的對話有落差，但當時的感受與情緒是真實的，「總統要我們等，我們也不能不等，但那些與愛的人將要別離的深深的恐懼，又該如何是好？」Vincent表示，自己是一名身體狀況已經邁入老年的身障同志，對於能否在死前等到婚姻平權，已經不抱期待，但屆時80歲的老母或許也無法幫忙簽下手術同意書，跟18年的伴侶共有財經也不知道如何處理，「誰又能來替我等下去？」Vincent指出，自己不是要攻擊或造謠，「我的失言，是來自對情境的恐懼絕望，是這幾十年來的悲痛與委屈。」Vincent希望政府能給他們一個承諾，搭建企圖說服堅持仇恨同志人士的平台外，讓台灣同志都能和自己喜歡的人在這4年內合法結婚，但在那次見面會中，蔡英文並沒有積極明確的承諾，「總統要我們等，我們也不能不等，但那些與愛的人將要別離的深深的恐懼，又該如何是好？」許多網友對於Vincent的解釋並不認同，留言表示「同志們現在如果太過Over，造成社會大眾普遍認為同志們眼中只有自己沒有別人」、「亂講話害同志權利倒退十年」、「打死不道歉，提油救火」、「為了遂行目的，便合理化自己的說謊抹黑」、「豬一樣的隊友」，不過也有人認為，「蔡英文態度曖昧是事實」。（即時新聞中心／綜合報導）發稿時間：14:12更新時間：15:15,即時新聞中心,",生活,life,蘋果日報,生活新聞,apple daily,台灣,爽報,壹週刊,壹電視,動新聞,即時新聞,影音新聞;"
http://www.appledaily.com.tw/realtimenews/article/entertainment/20170226/1064625,蘋果日報,【醫學報你知】甄珍慢性硬腦膜下出血　鑽孔引流可救治,,2017-02-26T03:40:00Z,資深影后甄珍上月摔倒導致腦部出現積血，幸好今天手術取出血塊，一切順利。《蘋果》針對她的情況，訪問台大神經外科醫師蔡瑞章，他表示：「頭部遭到撞擊，1、2個月後容易形成腦中積血水的『慢性硬腦膜下出血』，臨床症狀從輕微頭痛、意識障礙、說話困難，到類似中風症狀、昏迷、肢體無力，早期發現可恢復良好，若延誤治療會有生命危險。」蔡瑞章指出「慢性硬腦膜下出血」須鑽孔引流，不是太大的手術，約30分鐘到1小時可完成，術後須觀察3至5天，防止再1次出血的可能。臺北市立聯合醫院也指出，隨著老年人口增加，老人跌倒併頭部外傷患者增多，若同時有心血管疾病而服用抗凝血劑，則併發顱內慢性硬腦膜下血腫的機率更高；因此，如果老人有跌倒病史，幾周後、甚至1-2個月後有頭痛、頭暈、肢體無力、意識狀態改變等症狀，應盡快就醫，可至神經內科、神經外科及急診就診，早發現、早治療、預後好。（娛樂中心／台北報導）,娛樂中心,",娛樂,entertainment,蘋果日報,娛樂新聞,apple daily,台灣,爽報,壹週刊,壹電視,動新聞,即時新聞,影音新聞;"
http://www.appledaily.com.tw/realtimenews/article/forum/20170226/1064593,蘋果日報,吃，老無路用！──長照計劃2.0的大漏洞,,2017-02-26T02:30:00Z,陳彥甫／新北市營養師公會常務理事「吃老無路用」這句話應該流傳數千年有了吧？！也是大部份步入老年人的口頭憚。2 015年底，國人65歲以上人口比率12.5%，據國發會推估到2026年，老年人口將達到20.6%(488.1萬)，因此；百花齊放的「不老銀髮」、「樂活銀髮」……等，政府民間發起許多正面的「防老、抗老」的活動訴求，當然最重要的還是長期照顧十年計劃2.0的計劃與執行。但令人訝異的是，在長照核定本中，並無規劃營養師人力的需求！恍似說人老，不僅是「吃 老無路用」，更可說「凊彩呷 袜餓死就好了！」。猶記得數年前的老人照顧機構，針對無法由口進食或需管灌的長者，只供給「米糊」當成食物來源，好不容易經過長久時間營養師們的介入後，才有奶粉及合宜的營養介入，大大提升長者的健康狀況，減少因為營養不足產生免疫能力降低，時刻來返入住醫院，飽受身心痛苦的折磨！如今在這麼重要的計劃中，卻讓營養師缺席，但計畫中卻又有提供「營養餐飲服務(共餐或送餐)」，那冠上「營養」二字卻不是由營養師來執行評估個案健康狀況，而產生的外送便當餐，試問是不是「凊彩呷 袜餓死就好」呢？臨床謢理師常會和我們談說：「營養真的很重要，不然老人常常入住醫院，真的很傷腦筋！」而復健師則會這樣和我們說：「營養不好的病人，真的很難看到復健成效的發生！」。眾所周知營養不好的老人，會是時刻動用到健保資源的族群，因此營養師介入長期照顧計劃中，真是不可獨缺的醫事人員之一！親愛的官員們，你們不會不知道吧？！,,",論壇,forum,蘋果日報,論壇新聞,apple daily,台灣,爽報,壹週刊,壹電視,動新聞,即時新聞,影音新聞;"
http://www.appledaily.com.tw/appledaily/article/entertainment/20170226/37564620,蘋果日報,金鋼狼 陪X教授處女遊台 228獨登《蘋果》直播,,2017-02-25T16:00:00Z,"【謝宛儒╱綜合報導】澳洲男星「金鋼狼」休傑克曼（Hugh Jackman）與「X教授」派屈克史都華（Patrick Stewart）今下午搭機抵台，為新作《羅根》打片造勢，停留3天2夜，下榻文華東方總統套房，以親民隨和作風著稱的他此行無特殊要求，明晚現身101水舞廣場舉行的亞洲唯一首映會。
現年48歲的休傑克曼以「金鋼狼」一角打開全球知名度，伸出狼爪的勇猛硬漢形象深獲影迷喜愛。他飾演該角長達17年，將以老年金鋼狼自《羅根》正式退休，「X教授」派屈克史都華也以該片從《X戰警》系列電影畢業。
這是他睽違11年第2度造訪寶島，此行抵台走VIP通關，下榻文華東方酒店總統套房，他上回偕妻子黛博拉與兒子奧斯卡來台，趁空逛了士林夜市，這次他隻身訪台沒帶妻小，亦無特殊要求。史都華是首次來台，據悉他為入境隨俗，行前特地詢問台灣有無需要特別注意的當地禮儀，相當細心體貼。
他們明晚6點出席台北101水舞廣場《羅根》亞洲唯一首映會，與台灣粉絲相見歡；《蘋果》獨家邀請他們於後天下午4點現身《蘋果日報》、《蘋果娛樂新聞》、《蘋果LIVE》臉書粉絲團直播，由知名主持人聶雲全程以中英文主持，影迷可與2大好萊塢巨星即時互動。電影後天上映。
",謝宛儒,"直擊好萊塢,娛樂新聞,木瓜霞,八卦,狗仔,素顏,爆乳,藝人,明星,娛樂,蘋果日報,娛樂蘋道"
http://www.appledaily.com.tw/realtimenews/article/entertainment/20170224/1063344,蘋果日報,【獨家】台北萬華入鏡韓片　影帝黃政民喊「不要不要」,,2017-02-24T15:53:00Z,（新增動新聞）韓國電影《工作》來台取景，主角黃政民今上午11點50分穿著西裝、大衣現身台北萬華，開拍時用中文喊：「不要！不要！」相關工作人員透露，片中此場景設定為中國北京街頭。《工》片是首度來台取景的韓國電影，由尹鍾彬執導，故事發生在90年代，南韓得知北韓開發核武器，派間諜潛入北韓掌握狀況，描寫南北韓間諜及高層間的情報戰。該片上周在新竹中央市場拍攝後，今劇組來到台北萬華桂林路，從早上8點就上工忙著搬運道具、架設場景，現場備有多台復古計程車、三輪車，臨演全都換上90年代造型，另有數名身穿中華人民共和國軍服的演員在騎樓等待拍攝。下午則移至西園路繼續拍攝，到4點半才收工。劇組從去年便訪台勘景，附近商家也透露，幾個月前就接到拍攝通知，封街多少影響生意，但能帶動當地觀光，「也滿好的」。 今因天氣不佳，持續大雨，工作人員進場後持續調整現場設備，遲遲無法開拍，大批臨演坐三輪車上、站在路邊苦候，直到11點半才架好攝影機，展開拍攝工作。20分鐘後黃政民加入拍攝，韓國工作人員謹慎確認動線、細節，台方似乎心疼臨演在10度低溫受寒，忍不住大喊：「快點好嗎！」韓方才加緊腳步。短短約5秒鐘的場景，反覆拍攝了10多次，1個多小時後才放飯，劇組人員和演員休息1個半小時後，從桂林路移駕至西園路繼續拍攝。然而因下午雨勢並未減緩，拍攝工作持續受阻，劇組只能利用雨勢稍微變小的幾分鐘搶拍，導致黃政民也難回車上休息，全程都在騎樓與工作人員觀望天氣，不時和工作人員聊天，毫無明星架子。今天最後的拍攝在西園路和貴陽街口，劇組將的路邊的舊樓房打造成朝鮮料理餐廳，並將道具用車都開到該地。因劇情設定需要，在此地的拍攝動用了數十名中年及老年的臨時演員，飾演路人的臨演透露服裝都得自己準備，1天車馬費500元，劇組會供餐，有時也會給交通費用。不過今拍攝遇大雨，為趕在封街期限的下午5點前拍完，韓國工作人員要求臨演「不准撐傘」，得淋雨演出，讓許多臨演冷得直打哆嗦。今天的拍攝工作到下午4點半左右結束，黃政民撐著傘從西園路自己走回桂林路上，準備換裝搭保母車。他在路上遇到特地來看他的熱情粉絲，聽到粉絲想要簽名，他主動喊：「進去裡面！」示意要粉絲先躲雨，走進華西街後他將雨傘拿給經紀人，幫粉絲簽名又合照，十分親民。《工》片主要卡司除了黃政民、朱智勳來台外，之前也有台粉在路上巧遇曾演出韓劇《未生》的李聖旻，但今僅黃政民露臉，朱智勳已返韓，預計月底還會再次來台，完成剩下的拍攝工作。（王怡文／台北報導）出版時間：13：15更新時間：23：53,王怡文,",娛樂,entertainment,蘋果日報,娛樂新聞,apple daily,台灣,爽報,壹週刊,壹電視,動新聞,即時新聞,影音新聞;"
http://www.appledaily.com.tw/realtimenews/article/politics/20170223/1061032,蘋果日報,【時力兩周年】下一步　林昶佐：盼打入老年族群,,2017-02-23T01:25:00Z,時代力量成立兩周年，面對選舉腳步漸近，時代力量黨主席黃國昌表示，過去一年時代力量是先建置地方黨部深耕基層，同時了解在地議題，跟公民團體連結，因為在台灣紮根，是不斷發展的政黨需要做的工作。黃國昌表示，對於參與黨部的同仁挑選很謹慎，像是不能在地方包工程等，希望以穩健一點的腳步經營，不走偏。黃國昌說明，目前已經設立新竹黨部、台中黨部、新北市黨部、高雄黨部、花東黨部、苗栗辦公室、雲林辦公室等。黃國昌指出，會依照選區考量及規劃，原則上各黨部主委，都是黨中央決策委員會的委員做分配。針對目前黨部的發展，黃國昌表示，希望跟在地的人才做連結，他們期待發展的新政治，是要讓時代力量當作一個平台，做為中心，讓人才及議題的意見匯流。黃國昌表示，雖然面臨資金的困難、地方發展也很辛苦，但是大家都很謹慎，地方黨部不會直接拿取政治獻金，都是請贊助者依法捐到中央黨部，再由中央黨部進行分配。面臨議員將提名的人選，黃國昌表示，席次還沒有很清楚的數字，但有拜託各地方同仁回去盤點，在選區裡面，有那些地方有適合的人，而因為議員是複數選區，因此就是一區提一名的方式，但若人數比較少的選舉，提名就會變成比較困難的問題，一切都還在通盤規劃中。時代力量立委洪慈庸受訪時表示，時代力量從成立迄今的改變，最主要是一開始大家分不清楚定位、方向，但是大家目前對於各自負責的領域，有越來越明確，同時每個面向的議題，都逐漸有效率、戰力，也逐漸有地方基層，洪慈庸認為，雖然已經有進步，但是還有很大的空間需要努力，地方基層也要再加強。時代力量立委林昶佐指出，兩年來最大的改變是從政黨到進入國會，以及黨部的增加，規模擴增。但是林昶佐認為，時代力量目前在年輕族群的支持度穩定，對於中老年人的支持度卻不穩，要再努力思考，如何用老年人的語言、溝通方式、傳播訊息，來打入老年族群。（黃信維、何哲欣／台北報導）,黃信維、何哲欣,",政治,politics,蘋果日報,政治新聞,apple daily,台灣,爽報,壹週刊,壹電視,動新聞,即時新聞,影音新聞;"
http://www.appledaily.com.tw/realtimenews/article/international/20170223/1062282,蘋果日報,【醫藥新知】膠囊內視鏡能有效診斷並治療老年人不明原因消化道出血,,2017-02-22T22:13:00Z,"本內容由Elsevier全球醫藥新知提供膠囊內視鏡（capsule endoscopy, CE）目前被推薦為檢查不明原因消化道出血（obscure gastrointestinal bleeding, OGIB）的一線診斷方法。本研究旨在評估膠囊內視鏡的診斷效能，及確定其隨後對發生不明原因消化道出血的老年人群治療方案之影響。2004年1月至2015年12月共調查了853名經膠囊內視鏡檢查後提示不明原因消化道出血的患者。患者被分成兩組：年齡≥65歲組和年齡＜65歲組。追蹤調查發生不明原因消化道出血患者，以評估膠囊內視鏡的診斷實用性及其在出血治療中的作用。...... 全文請見出處：Elsevier全球醫藥新知",,",國際,international,蘋果日報,國際新聞,apple daily,台灣,爽報,壹週刊,壹電視,動新聞,即時新聞,影音新聞;"
http://www.appledaily.com.tw/realtimenews/article/life/20170222/1061964,蘋果日報,國道服務再進化　古坑服務區公廁變這樣,,2017-02-22T09:32:00Z,高公局今宣布，為改善古坑服務區公廁設施老化情形，提升公共服務設施服務水準，經高公局發包整建，古坑服務區已完成公廁改建工程，如廁環境再度提升。高公局指，本次改建特別置入微風、綠樹及陽光等設計元素，營造公廁綠化的氛圍，讓遊客如廁時可感受人與自然的融合，彷彿進入綠森林享受大自然景緻。另外，這次也設置可同時照顧小孩的親子廁所、老年夫婦互助使用的無障礙廁所，及性別友善公廁等。另外也在公廁提供可淋浴更衣的空間，並增設等候座椅，讓整個環境充滿友善與溫馨。(生活中心/台北報導),生活中心,",生活,life,蘋果日報,生活新聞,apple daily,台灣,爽報,壹週刊,壹電視,動新聞,即時新聞,影音新聞;"
http://www.appledaily.com.tw/realtimenews/article/finance/20170221/1061217,蘋果日報,南山推無理賠回饋金　10年後可領回部分保費,,2017-02-21T10:43:00Z,健康身體還可退回保費成趨勢，南山人壽新推出「南山人壽好安心手術醫療終身保險」，除提供手術醫療保障，更貼心設計，保戶若自契約生效日起算連續10年或20年無理賠，就提供無理賠回饋保險金。不僅提供保障，更鼓勵保戶進行自我健康管理的預防工作，享受健康人生。近年來保險商品不斷推陳出新，在主管機關的推動下，保險商品提供的保障，已不再侷限於發生事件後的保險金的給付，而是轉向強調保單所提供的外溢效果，透過商品設計，除了彌補事故發生所造成的損失外，還可以產生其他正向效果，像是鼓勵民眾運動、培養良好生活習慣及更重視交通安全等。以本公司新推出的「南山人壽好安心手術醫療終身保險為例，繳費20年，涵蓋1400多項住院和門診手術項目，並且保障至111歲，不用擔心老年時無法擁有保障。更重要的是若保戶在第1~第10保單年度末間未曾申請各項保險金，就可第一次享有第10保單年度末當時年繳應繳保險費50%的「無理賠回饋保險金」。若保戶繼續保持健康到第20保單年度末，仍未曾申請各項保險金時，則可領取第20保單年度末當時年繳應繳保險費的第二次無理賠回饋保險金。無理賠回饋保險金的設計，目的是希望讓保戶能運用於定期身體健康檢查、培養固定運動習慣等，達到全方位的身心健康。同時貼心設計豁免保險費機制，讓保障持續不中斷，並提供身故保險金，讓保費有去有回。（林巧雁／台北報導）,林巧雁,",財經,finance,蘋果日報,財經新聞,apple daily,台灣,爽報,壹週刊,壹電視,動新聞,即時新聞,影音新聞;"
