news_url,news_source,title,subtitle,datetime,news_text,author,keywords
http://www.appledaily.com.tw/appledaily/article/headline/20170221/37558231,蘋果日報,「枯木逢春」蔡民調回升7個百分點,學者分析：改革議題 正反力量均勢,2017-02-20T16:00:00Z,蔡英文。資料照片【陳雅芃、陳郁仁╱台北報導】總統蔡英文上任滿9個月，台灣民意基金會昨公布最新民調，民眾對蔡英文處理國家大事方式，41.4%贊同，41.3%不贊同，和今年1月的33.8%，已止跌回升。基金會董事長游盈隆昨說，這是猶如「枯木逢春」的離奇轉變。東華大學教授施正鋒認為，蔡政府在一例一休、年金改革等議題上，都是贊成和反對力量勢均力敵，在民調上才會呈現雙峰的曲線。台灣民意基金會董事長游盈隆說，蔡民調回升是「枯木逢春」。趙元彬攝台灣民意基金會董事長游盈隆昨主持「年金改革、內閣改組與總統聲望」全國性民調發表會，並邀請施正鋒、台灣大學教授辛炳隆、成功大學教授許忠信解讀。根據民調顯示，民眾對蔡英文處理國家大事方式，41.4%贊同、41.3%不贊同。至於對行政院長林全的內閣滿意度，33.6%滿意，52%不滿意，和上次相比，滿意上升6.4個百分點，不滿意減少8.6個百分點，游盈隆說，創近3個月最佳成績。55％反對一例一休此外，民調也顯示，蔡政府大力推動的「年金改革」，約47%有信心、46%沒有信心；辛炳隆說，這次年金改革最大隱憂，以勞保為例，費率提高、給付減少，代表未來老年經濟安全體系比現在更糟糕，台灣恐將進入類似日本的下流社會，也就是「大家雖然都領得到年金，但是領的金額不足以支付生活所需。」另對「一例一休」政策，高達約55%的人不支持、36%人支持，游盈隆說進一步交叉分析，不論資方、勞方、因物價上漲的消費者皆不滿意，且也影響政府的聲望，可以說是四輸局面。「拉攏中間族群」中山大學政治系教授廖達琪分析，近一個月來，政府猛打國民黨黨產凝聚綠營基本教義派，再加上年金改革有具體方案、股市持續走揚，拉攏了務實的中間族群，所以蔡的民調上揚。總統府發言人黃重諺說，過去幾個月無論是整體景氣回溫，年金重大改革的進行，以及多項重大基礎建設的方案，讓國人對國家整體發展，與過去相比會更有信心，所以反映在民調上。民讚年改有進度在補教業工作的潘小姐說，過去政府喊了年金改革數十年，蔡政府總算有進度，這是值得鼓勵的現象；不過在美髮業工作的楊先生說，「一例一休」政策上路後，他們沒有享受到一點好處，公司並未真正落實休假，質疑政府勞檢不確實。此次調查由台灣民意基金會負責問卷設計，並委託山水民意研究公司負責抽樣設計、電訪與統計分析；訪問期間是今年2月13日至14日，有效樣本1088人，在95%信心水準下抽樣誤差約正負2.97%。有話要說 投稿「即時論壇」,陳雅芃、陳郁仁,"政治,頭條要聞"
http://www.appledaily.com.tw/realtimenews/article/politics/20170220/1060021,蘋果日報,【最新民調】逾半民眾對司改沒信心　5成5不滿一例一休,,2017-02-20T05:31:00Z,(更新：新增許忠信、辛炳隆的說法)總統府召集的司改國是會議分組討論今登場，根據該台灣民意基金會今公布的最新民調，對於總統蔡英文司法改革有無信心，其中7.8%非常有信心、32.5%還算有信心、29%不太有信心、20.9%一點也沒有信心，9.8%不知道。台灣民意基金會董事長游盈隆說，換言之，約4成的人對蔡政府司法改革有信心，但另有高達5成的人沒有信心。游盈隆進一步說整體來看，這顯示台灣社會對蔡英文所推動的司法改革的前景看法分歧，且悲觀遠多於樂觀。成功大學教授許忠信說，政府七大司法改革方案，等於各種法律人通通有獎，包括：增加檢察官的羈押權、法官裁判事務的簡化、用錄音錄影取代現有紀錄方式，有利書記官，提倡司法制度透明化有助於被告等；許也說，在法官的素質短時間內無法提升時，我國應該改用陪審制或觀審制。游盈隆今主持「年金改革、內閣改組與總統聲望」全國性民調發表會，並邀請東華大學教授施正鋒、台灣大學教授辛炳隆、許忠信共同解讀。據該台灣民意基金會公布的最新民調，蔡政府能否做好「年金改革」的工作，其中10.9%非常有信心，36.1%還算有信心，29.6%不太有信心，16.6%一點也沒信心，1.9%沒意見，4.9%不知道/拒答。辛炳隆說，對蔡英文政府年金改革沒有沒信心，兩大可能因素，第一政治壓力很大，懷疑蔡政府是否能夠堅持到底，第二為對年金改革結果造成的影響有些疑慮。這次政府年金改革照理來說應該是建構老人經濟安全為訴求，但是蔡政府卻是解決政府的財務責任，並且將責任轉嫁給勞動者，這次改革最大隱憂，以勞保為例，費率提高、给付減少，未來低薪問題持續惡化，但是未來領的年金卻又更少，換言之，未來的老年經濟安全體系比現在更糟糕，台灣未來恐會進入類似日本的下流老人，也就是「大家雖都可以持續領年金，但是領的金額不足以支付生活所需」。另關於「一例一休」新勞工政策，根據該最新民意顯示：9.1%非常支持，26.7%還算支持，26.7%不太支持，28.2%一點也不支持，2.7%沒意見，6.6%不知道/拒答。換言之，有高達5成5的人不支持，支持的只有約3成6，兩者相差19.2個百分點。游盈隆說，意味著「一例一休」這項蔡政府的重大政策仍然是蔡政府一個揮之不去的困擾。該次調查由台灣民意基金會負責問卷設計，並委託山水民意研究公司負責抽樣設計、電話訪談與統計分析；訪問期間是今年2月13日至14日，有效樣本1088人，在95%信心水準下抽樣誤差約正負2.97%。（陳雅芃／台北報導)出版時間：10：０５更新時間：13：３１,陳雅芃,",政治,politics,蘋果日報,政治新聞,apple daily,台灣,爽報,壹週刊,壹電視,動新聞,即時新聞,影音新聞;"
http://www.appledaily.com.tw/realtimenews/article/local/20170212/1054224,蘋果日報,選擇勞保老年給付要注意　勾錯不能反悔,,2017-02-12T06:39:00Z,新北市60歲王姓婦人前年從一家電子公司退休，想申請按月給付勞保老年年金，委託公司行政人員幫她辦理，但行政人員代為填寫老年給付申請書時，誤以為王婦不符合按月請領老年年金給付資格，改勾選一次給付，勞保局收到資料後核定王婦可一次領到145萬餘元，她才發現行政人員搞烏龍，打官司要求改為按月給付，但台北高等行政法院判她敗訴。判決指出，王婦的勞保年資有35年，退職當月起前3年平均月投保薪資3萬2千多元，而她的老年給付申請書勾選「一次給付」，因此勞保局核定發給一次給付45個月，145萬餘元。王婦雖然以公司行政人員的電話錄音為證，主張行政人員錯誤勾選，但法官認為勞工保險老年給付申請書已分別列明按月給付、一次給付供王婦勾選，她自己不勾，卻委由行政人員勾選，而送件之前也沒確認有無錯誤，自己要負責任。此外，王婦主張勞保局應該准許她改為「符合真正利益」的按月給付方式，但法官認為一次給付與按月給付到底哪一種比較好，牽涉到個人生活規劃及壽命等變數，難以預料，勞保局只能依據申請書內容核定，而且申請書上有註記：「依照勞工保險條例第58條第2項規定，經勞保局核付後，不得再變更」，認定勞保局並無過失，因此判決王婦敗訴。可上訴。（丁牧群╱台北報導）【更多新聞，請看《蘋果陪審團》粉絲團】,丁牧群,",社會,local,蘋果日報,社會新聞,apple daily,台灣,爽報,壹週刊,壹電視,動新聞,即時新聞,影音新聞;"
http://www.appledaily.com.tw/appledaily/article/headline/20170212/37549418,蘋果日報,A4121 拾荒養癌兒 8旬嬤：怕再喪子,,2017-02-11T16:00:00Z,阿錠婆（右）照顧罹患舌癌的兒子阿坤啜飲營養品。傍晚時，80歲的阿錠婆（李盧錠）餵48歲兒子阿坤（李學坤）啜飲營養品，她眼眶泛紅對記者說，去年11月阿坤診斷出罹患4期舌癌，連吞口水都痛到哇哇叫，很擔心他過不了這一關。報導•攝影╱韓旭爾阿錠婆接著說，阿坤未婚，原當計程車司機，跟她一起租屋生活，去年9月舌頭破皮久不痊癒，11月到大醫院檢查才發現是舌癌，「醫生說腫瘤很大，沒法手術，只能做化療、放療，看看腫瘤能不能變小一點才能開刀，我很擔心。」阿錠婆一大早就出門拾荒，她正整理資源回收物資。哭到眼睛張不開阿錠婆說，她生了2子1女，次子20多年因意外去世，女兒躲債少聯絡，她只剩阿坤可依靠，「很怕最後一個兒子也走了，那種失去孩子的痛，沒經歷過的人不會了解。」阿坤開計程車同事說，這幾年掙錢越來越難，扣掉車租、油費每月賺2萬元，阿坤每周還利用2天晚上到夜市擺攤賣烤肉，多賺5、6000元，而阿錠婆80歲了還在撿資源回收，如今阿坤病倒，收入只剩阿錠婆老年年金每月3700多元，付每月8000元房租都不夠，所以幫忙向蘋果基金會求助，基金會訪視後已先自不指定捐款提撥急難金暫紓困。當地鄰長說，阿坤很孝順，他罹癌後，阿錠婆天天哭到眼睛都張不開。阿坤姊姊說，她現做清潔零工勉強支應自己生活、租屋開銷，「對弟弟心有餘力不足。」基金會編號：A4121逆境不是絕路，你我攜手，他們的生命就有了轉彎處。服務時間：每日上午10時至晚上7時；其他時間，請以語音查詢。蘋果日報社會福利慈善事業基金會免付費電話：0809-008585。有話要說 投稿「即時論壇」,,"暖流,頭條要聞"
http://www.appledaily.com.tw/realtimenews/article/life/20170209/1050995,蘋果日報,【暖流】拾荒婆憂癌兒過不了關 已失一子的痛「沒人了解」,,2017-02-09T15:00:00Z,基金會編號A4121  我要捐款傍晚時，80歲的阿錠婆（李盧錠）餵48歲兒子阿坤（李學坤）啜飲營養品，她眼眶泛紅對記者說，去年11月阿坤診斷出罹患4期舌癌，連吞口水都痛到哇哇叫，很擔心他過不了這一關，「我怎麼活越老，要煩惱的事越來越多。」阿坤喝完一瓶，搖搖頭、語音含糊說：「不想再喝了！」阿錠婆勸說：「再喝一瓶，你2個多月來瘦了快30公斤，不多吃一點，怎麼有體力做化療。」阿錠婆接著說，阿坤未婚，原當計程車司機，跟她一起租屋生活，去年9月舌頭破皮久不痊癒，11月到大醫院檢查才發現是舌癌，「醫生說腫瘤很大，沒法手術，只能做化療、放療，看腫瘤能不能變小一點再開刀，我很擔心。」次子去世20年痛還很深阿錠婆說，她生了2子1女，次子20多年因工作意外去世，女兒因躲債少聯絡，她只剩阿坤可以依靠，「很怕最後一個兒子也走了，那種失去孩子的痛苦，沒經歷過的人不會了解。」阿坤見媽媽難過、安慰說：「醫生說我還有救，妳不要亂思亂想。」阿坤接著對記者小聲說，他雖告訴媽媽沒問題，「醫生也是人、不是神，是生是死強求不得，但一想到弟弟已死了20多年，至今媽媽的傷痛還很深，一提到弟弟就哭，我要是有萬一，實很怕媽媽承受不住，為了媽媽，我只能勇敢面對，絕不能放棄。」母子補助3700難敷租屋阿坤開計程車同事說，這幾年掙錢越來越困難，扣掉車租、油費，每月只能賺約2萬元，阿坤每周還利用2天晚上到夜市擺攤賣烤肉，每月多賺個5、6000元，而阿錠婆雖80歲了，還在撿資源回收，相當辛苦，如今阿坤病倒，收入只剩阿錠婆老年年金每月3700多元，光付每月8000元房租都不夠，所以幫忙向蘋果基金會求助，基金會訪視後已先自不指定捐款中提撥急難金暫紓困。阿坤說，他流質營養品加上緩和化療副作用的飲品，每天6、700元跑不掉，他負擔不起，「沒錢真的沒資格生病。」當地陳姓鄰長說，阿坤對媽媽很孝順，工作也很認真，自從阿坤罹癌後，阿錠婆天天哭，哭到眼睛都張不開了，「阿坤住院時，我有空就到家裡看看，擔心阿錠婆身體哭出狀況。」阿坤姐姐說，她早年投資失敗，積欠數百萬債務，現做清潔零工勉強支應自己生活、租屋開銷，「對於弟弟治癌開銷，想幫，卻心有餘而力不足，只能手頭寬裕時買些營養品盡力幫忙。」（韓旭爾/綜合報導）基金會編號：A4121蘋果慈善基金會求助•捐款專線：0809-008585 （每日上午10時至晚上7時）參與蘋果慈善基金會服務，可利用以下方式進行捐款：1.信用卡線上捐款 或點選下載：信用卡表格，填妥資料並簽名（與信用卡同式之有效簽名），傳真（02-66016407）或mail至基金會（hope85@appledaily.com.tw）2.郵局劃撥 帳號：19760252戶名：蘋果日報慈善基金會請於劃撥單左邊通訊欄註明您欲指定捐助對象之基金會編號3.ATM轉帳或銀行匯款銀行名稱：台新銀行建北分行 (銀行代碼：812) 帳號：068-101-209-00000轉帳完成後再請來電基金會告知帳號後五碼，指定轉交的基金會編號，基金會將為您記錄捐款資料4.郵寄現金與支票：支票抬頭為：蘋果日報慈善基金會將支票或現金及捐款者基本資料，掛號郵寄至「114台北市內湖區行愛路141巷38號‧蘋果日報慈善基金會收」。若有指定對象，請在信封上或來信及表格中附上註明，基金會編號針對您指定捐助個案，蘋果慈善基金會全數轉交您的愛心；若您「不指定」捐款，則加入蘋果急難金，支持我們在第一時間訪視貧困急難家庭時能立即撥款暫紓困。基金會免付費專線：0809-008585蘋果慈善基金會捐款方式蘋果慈善基金會服務一覽表蘋果慈善基金會作業說明,韓旭爾,",生活,life,蘋果日報,生活新聞,apple daily,台灣,爽報,壹週刊,壹電視,動新聞,即時新聞,影音新聞;"
http://www.appledaily.com.tw/appledaily/article/headline/20170209/37545452,蘋果日報,A4121拾荒婆顧癌兒 「怕最後一個也走了」,,2017-02-08T16:00:00Z,阿錠婆（右）照顧罹患舌癌的兒子阿坤啜飲營養品。基金會編號A4121傍晚時，80歲的阿錠婆（李盧錠）餵48歲兒子阿坤（李學坤）啜飲營養品，她眼眶泛紅對記者說，去年11月阿坤診斷出罹患4期舌癌，連吞口水都痛到哇哇叫，很擔心他過不了這一關，「我怎麼活越老，要煩惱的事越來越多。」報導．攝影╱韓旭爾阿坤喝完一瓶，搖搖頭、語音含糊說：「不想再喝了！」阿錠婆勸說：「再喝一瓶，你2個多月來瘦了快30公斤，不多吃一點，怎麼有體力做化療。」阿錠婆接著說，阿坤未婚，原當計程車司機，跟她一起租屋生活，去年9月舌頭破皮久不痊癒，11月到大醫院檢查才發現是舌癌，「醫生說腫瘤很大，沒法手術，只能做化療、放療，看腫瘤能不能變小一點再開刀，我很擔心。」阿錠婆一大早就出門拾荒，她正整理資源回收物資。次子去世20年痛還很深阿錠婆說，她生了2子1女，次子20多年因工作意外去世，女兒因躲債少聯絡，她只剩阿坤可以依靠，「很怕最後一個兒子也走了，那種失去孩子的痛苦，沒經歷過的人不會了解。」阿坤見媽媽難過、安慰說：「醫生說我還有救，妳不要亂思亂想。」阿坤接著對記者小聲說，他雖告訴媽媽沒問題，「醫生也是人、不是神，是生是死強求不得，但一想到弟弟已死了20多年，至今媽媽的傷痛還很深，一提到弟弟就哭，我要是有萬一，實很怕媽媽承受不住，為了媽媽，我只能勇敢面對，絕不能放棄。」母子補助3700難敷租屋阿坤開計程車同事說，這幾年掙錢越來越困難，扣掉車租、油費，每月只能賺約2萬元，阿坤每周還利用2天晚上到夜市擺攤賣烤肉，每月多賺個5、6000元，而阿錠婆雖80歲了，還在撿資源回收，相當辛苦，如今阿坤病倒，收入只剩阿錠婆老年年金每月3700多元，光付每月8000元房租都不夠，所以幫忙向蘋果基金會求助，基金會訪視後已先自不指定捐款中提撥急難金暫紓困。阿坤說，他流質營養品加上緩和化療副作用的飲品，每天6、700元跑不掉，他負擔不起，「沒錢真的沒資格生病。」當地陳姓鄰長說，阿坤對媽媽很孝順，工作也很認真，自從阿坤罹癌後，阿錠婆天天哭，哭到眼睛都張不開了，「阿坤住院時，我有空就到家裡看看，擔心阿錠婆身體哭出狀況。」阿坤姐姐說，她早年投資失敗，積欠數百萬債務，現做清潔零工勉強支應自己生活、租屋開銷，「對於弟弟治癌開銷，想幫，卻心有餘而力不足，只能手頭寬裕時買些營養品盡力幫忙。」基金會編號：A4121蘋果慈善基金會求助•捐款專線：0809-008585 （每日上午10時至晚上7時）有話要說 投稿「即時論壇」,,"暖流,頭條要聞"
http://www.appledaily.com.tw/realtimenews/article/politics/20170204/1048062,蘋果日報,【財訊】漸進式改年金勿全民皆輸,,2017-02-04T02:35:00Z,本內容由財訊雙週刊提供,,",政治,politics,蘋果日報,政治新聞,apple daily,台灣,爽報,壹週刊,壹電視,動新聞,即時新聞,影音新聞;"
http://www.appledaily.com.tw/realtimenews/article/politics/20170202/1047488,蘋果日報,林濁水批陳建仁　怎可讓這樣的年改方案出來,,2017-02-02T05:59:00Z,政府的年金改革草案出爐，但民進黨新系大老林濁水今卻質疑老的公務員繳得少卻領得多、年輕公務員繳得多卻領得少，等於下一代來讓上一代的人養尊處優，「等到出問題後，現在當權者已經退休、甚至過世」，他抨擊年金改革委員會召集人、副總統陳建仁說：「你作為一個教徒，可以讓這樣的方案出來嗎？」行政院版本的年金改革修法草案將在下月送進立法院審查，對於年金改革議題，林濁水今天接受廣播專訪時表示，公務員現在所得替代率太高，在未改革前，所得替代率可以達到140%，「現在還有人可以領超過百分之百的所得替代率，全世界沒有這樣的行情」，因此年金改革時，應該就好好檢討這個制度的產生過程有無違法失職。他認為，當初那個制度就是舞弊，他不是要去批判當時的銓敘部長陳桂華，但當時的決策過程應該被追究，「不正當的制度，沒有什麼信賴保護問題」。林濁水表示，70年代發生2次石油危機，加上少子化、老年化及經濟成長率下滑，世界先進國家都認真進行年金改革，也就是降低所得替代率、延長退休年齡並提高提撥率，但當這些國家已經完成改革時，台灣則拖到了1992年才立法通過改革，但所得替代率不僅沒降低，反而提高，這是改革嗎？這好像陳桂華帶著大家去搶國庫的錢，這些公務員幫忙收贓。林濁水說，如果像現在政府說，所得替代率有當時的背景，代表是對的，但當時不但是不對，且是根本是違法失職，是陳桂華帶領公務員去國庫搬錢到自己的口袋裡面，「現在的一些公務員說那是陳桂華幹的、不是我幹的」，但陳桂華偷國庫的錢，可以順手也把它接過來嗎？「你沒有偷、但是你可以收贓嗎」？林濁水指出，首先，現在沒有把當時違法失職解清楚，讓既得利益者振振有辭，再者，這次年金改革後，1996年以前的公務員不必提撥年金儲金，卻有超過百分百的所得替代率；年金改革後，老的退休公務員沒有提高提撥率的問題，但是還可以繼續領那麼多，而年輕公務員，卻開始繳納更多的年金提撥，到他們要退休時，可能領不到了。 （陳雅芃／台北報導）,陳雅芃,",政治,politics,蘋果日報,政治新聞,apple daily,台灣,爽報,壹週刊,壹電視,動新聞,即時新聞,影音新聞;"
http://www.appledaily.com.tw/realtimenews/article/forum/20170127/1044980,蘋果日報,年改之後，考慮到這些後果了嗎？,,2017-01-27T07:14:00Z,黃癸楠／大學教師年金財務因高齡化、少子化及低費率政策致有破產危機，確需變革。目前小英政府改革年金是做假的，因只改革軍公教保根本無法解決財政崩垮問題（其他年金和津貼優遇仍負債超數兆，軍公教保只是延後20年仍然破產，年輕公務員仍只繳費領不到年金）。正確的作法應就同樣虧損纍纍的勞保、國民年金、農保和老農津貼、政務官民代退職、法官優遇，甚至正副總統退職禮遇，均應就個別財務狀況同時同步改革（這些制度財務都比軍公教保差，更早破產），才能真正解除財務危機。並且應將18％之母金（公保養老給付額）回歸適當所得替代率的基礎年金制。但小英政府卻政治選舉考量獨獨仇視軍公教，並斷章宣傳，誤導民眾不平，只對軍公教大砍逾半年金，使保費繳得比較多、比較久的軍公教年金給付將低於勞保，而且勞保有老年給付年金，軍公教的養老年金在18％歸零後基礎年金消失，背離世界銀行建議的三層樓理論，只剩一層樓，離安全保障愈離愈遠，大大違反社會保險的精神。尤其年金要處理的最重要階段是死亡前的退休後期，年金改革卻使這一階段最為不足，並造成階級對立，引起軍公教不平、不信任及怨恨政府。長遠來說，對國家社會無形的傷損更大更遠，歷久難消，其實得不償失。年金改革正確，但作法和態度不當，衝擊最大的當然是軍公教（包括現職和退休）家庭，可預見將來愈來愈老，愈需醫療及照顧的退休軍公教有不少將從小康淪為近貧，「下流老人」會增加。除了直接被砍的軍公教家庭（尤其是家有失能者或啃老族）直接面臨衝擊，還有不少相關行業也會遭受波及。一、旅遊業會進一步衰退，陸客來台縮腿後國內旅遊主要由退休軍公教支撐，退休年金減半後他們將乏餘力、餘興旅遊，因此遊覽車業、餐飲業、旅行社業、名產業、旅館民宿業將會進一步蕭條，其中以遊覽車業、餐飲業最嚴重。二、公益志工將大量退場，退休軍公教是志工的最大來源，也是品質最高最能做事的族群，他們為了改善生活退場轉戰有給工作，社會福利機構、團體及運用志工機構人力都會短缺或減少服務品項，導致成本增加，收費堆高。三、眾多年輕兼差族工作機會被分食，收入降低，窮忙族、忙窮族人數大增，又因不太老的退休軍公教比初出社會的年輕人更具競爭力更能耐勞，不計收入多寡，他們在退休年金太少的境況下更積極投入民間就業市場，而排擠年輕人，使得失業率上升。四、年輕人投入軍公教公職意願大大降低，許多年輕人競逐公職的誘因是「工作穩定」和「退休制度足以養老」，在最重要誘因比勞保還差的情況下，優秀青年自然鄙視軍公教而改投入企業（筆者在某大學任教公文課，選修者多係擬報考公職者，年改啓動後選修者大減，足為明證）。久而久之軍公教素質會愈來愈低，公共服務品質會下降。五、軍公教是統治者的手腳，也是實踐統治者政治主張的執行者，政府在面對外交困境和強大外侮下，又使自已的心腹手腳心存深怨深恨，我不知政府將如何克服內憂外患，帶給人民安全、安心、安定和安居樂業。六、年金改革受害最深的不是退休軍公教，而是現仍在職未來10年將退休及新入門的軍公教（像李來希和新進人員，因仍在職多不敢出聲），他們都是有經驗而位居機關中上層和承辦人員，也是對公共服務影響最深、最關鍵的一群，他們心中有怨，為誰而戰的心態浮升，唉！我為台灣未來無限擔憂。七、軍公教之退休年金既不足以養老，連帶也無法養廉，在有機會有權力時，先撈老本的心態自然產生，貪污會增加，這是人性，道德和教育未必能淨化。八、因為二、三所述原因，政府將來社會福利經費將需大為增加。九、本來未達強制退休年齡計劃要提早退休的軍公教大部分會改變計畫，拖到強制退休年齡才退，他們在這段待退期升遷機會極少，所以會混日子或偷偷兼差賺外快（例如在辦公時間內作網購電腦處理），請假也多起來，把公務放在次位。這種情況除了行政品質低落外，最嚴重的是人事新陳代謝阻塞，年輕人工作機會減少，公職考試難度增加，失業率上升。    小英政府任命的政務官多由未經長期多方歷練，治事經驗不足而以選舉起家的人士擔綱，甚至事務官的安排也選舉考量，他們多有打天下之能而乏治天下之才，決策常只跟著民粹簡單思考，未作長遠多方面影響評估及配套措施，以致解決了一個問題卻衍生出更多問題。（《勞動基準法》的「一例一休」造成勞、資、民三輸三怨最為明證）本文之目的不在批評和指責，純依客觀事實分析，憂心台灣沈淪，指出問題點，希望受影響的行業和部門未雨綢繆，預為因應，把衝擊降低以度過難關。,,",論壇,forum,蘋果日報,論壇新聞,apple daily,台灣,爽報,壹週刊,壹電視,動新聞,即時新聞,影音新聞;"
http://www.appledaily.com.tw/realtimenews/article/forum/20170125/1043457,蘋果日報,多繳、少領、延後退不是「世代不正義」的解方,,2017-01-25T08:56:00Z,,,",論壇,forum,蘋果日報,論壇新聞,apple daily,台灣,爽報,壹週刊,壹電視,動新聞,即時新聞,影音新聞;"
http://www.appledaily.com.tw/realtimenews/article/forum/20170125/1043115,蘋果日報,林青弘專欄：年金改革只求共患難卻不能共享樂,,2017-01-25T03:19:00Z,羅伯特亞當斯／自由作家年金改革法案不可能讓每個人滿意，最適當的法案，就是人人不滿意但是人人可接受。在職者要面臨「多繳、少領、晚退」的無言結局，比之退休者的舊制待遇，同樣都是軍公教，卻有不同心酸與苦楚。心中怨言當然不止於一個「幹」字，但是公保、軍保、退撫、勞保等等，各基金都有自己的延續性，不適用商業保險觀念，不能因為新舊制差別而將財務結構一刀切，不能視為不同產品、不同保單而將新舊制獨立處理。在職者當然會在乎錢多繳之後，還要面對基金到底何時破產的延續問題。他們當然疑惑，錢都多繳了，會不會將來退休前，又要再次被凌遲，再次被改革？政府只能保證延後破產，卻不能保證現在繳費的在職者一定可以領到退休給付，甚至能領多久也是不確定。砍掉別人的18%（優存利息）卻惹來自己的18%（保費費率），過去舊制退休的優渥給付未來不能共享，只能共同承擔破產患難，這教被改革者如何心甘情願支持年改？有個改革提議，建議把現有公保、退撫等基金結算，把在職者繳納的費用挪移出來成立新基金，舊基金的最後餘額，再分配給已退休者。在此想法下，已退休者勢必不能領到老死，而且分配餘額是否為正數，恐怕凶多吉少，非常不樂觀。在此提議下，在職者已繳費用或許可以保住，另起新基金、新機制來管理運用。基金破產的壓力徹底外部化，在職者躲過舊制包袱而有自新再起的機會，退休者若要繼續領取年金給付，卻是全民負擔、政府買單。把過去財務惡況一刀切，破產壓力進行「成本外部化」之後，要問政府有沒有額外的財政能力，可以概括承受所有退休者的年金給付。如果政府印鈔票沒有任何成本與代價，發錢像開水龍頭一樣簡單，一刀切當然可以滿足所有被改革者的要求。如此改革做法，破壞力與影響力更甚於現在的草案，社會大眾願意坦然接受嗎？政府有強大魄力採取激進改革嗎？軍公教勞在職者有很多委屈與不爽，政府當然知道，有選舉壓力的立法委員更是清楚明白。無論軍公教勞農國，年金改革最後要做到「個人帳戶化」，繳多少、領多少，外加政府最終支付的定期撥補，投報率由自己管理（盈虧自負），退休才能領取現金給付。如此強制保險與定期儲蓄，才能做到老年生活的基礎保障，更不會舊制以新制為壑、退休者以在職者為壑、老世代以新世代為壑，以鄰為壑的相對剝削方可消除，軍公教與勞工的職業對立才能減少。【即時論壇徵稿】你對新聞是否不吐不快？《蘋果日報即時新聞》新闢《即時論壇》，歡迎讀者投稿，對新聞時事表達意見。來稿請寄onlineopinions@appledaily.com.tw，文長以500字為度，一經錄用，將發布在蘋果日報即時新聞區，唯不付稿酬。請勿一稿兩投，本報有刪改權，當天未見報，請另行處理，不另退件或通知。,,",論壇,forum,蘋果日報,論壇新聞,apple daily,台灣,爽報,壹週刊,壹電視,動新聞,即時新聞,影音新聞;"
